season,team,W_PCT,REB,TOV,PLUS_MINUS,OFF_RATING,DEF_RATING,TS_PCT
2017-18,Orlando Magic,0.305,42.2,14.7,-4.9,104.7,109.4,0.545
2017-18,Philadelphia 76ers,0.634,46.9,16.3,4.4,108.5,103.9,0.568
2017-18,Phoenix Suns,0.256,43.6,15.5,-9.3,102.8,111.7,0.532
2017-18,Portland Trail Blazers,0.598,46.6,13.9,2.7,108.4,105.7,0.549
2017-18,Sacramento Kings,0.329,42.7,14.3,-7.3,103.1,110.4,0.529
2017-18,San Antonio Spurs,0.573,46.1,13.7,3,107.1,104.1,0.543
2017-18,Toronto Raptors,0.72,44.5,13.5,7.9,113,105.3,0.575
2017-18,Utah Jazz,0.585,44.6,15.2,4.4,107.4,103,0.564
2017-18,Washington Wizards,0.524,43.7,14.8,0.6,108.1,107.7,0.56
2018-19,Atlanta Hawks,0.354,43.7,16.2,-5.7,107.5,113.1,0.555
2018-19,Boston Celtics,0.598,44.1,12.7,4.4,111.3,107,0.567
2018-19,Brooklyn Nets,0.512,45.2,14.6,-0.1,108.9,109,0.556
2018-19,Charlotte Hornets,0.476,43.8,12.2,-1.1,110.7,112,0.554
2018-19,Charlotte Bobcats,0.476,43.8,12.2,-1.1,110.7,112,0.554
2018-19,Chicago Bulls,0.268,42.7,14.1,-8.4,104.5,112.8,0.541
2018-19,Cleveland Cavaliers,0.232,43.6,13.8,-9.8,106.8,116.8,0.54
2018-19,Dallas Mavericks,0.402,45.2,14.2,-1.3,108.7,110.1,0.555
2018-19,Denver Nuggets,0.659,47,13.6,4,112.1,108.1,0.558
2018-19,Detroit Pistons,0.5,45.5,14,-0.2,108.4,108.7,0.544
2018-19,Golden State Warriors,0.695,45.1,13.9,6.3,115,108.6,0.596
2018-19,Houston Rockets,0.646,42.4,13.5,4.8,114.9,110.1,0.581
2018-19,Indiana Pacers,0.585,43.6,13.9,3.4,109.4,106,0.561
2018-19,LA Clippers,0.585,44,14.1,0.8,111.4,110.4,0.575
2018-19,Los Angeles Clippers,0.585,44,14.1,0.8,111.4,110.4,0.575
2018-19,Los Angeles Lakers,0.451,44.8,15,-1.7,107.4,108.9,0.554
2018-19,Memphis Grizzlies,0.402,42.6,14.3,-2.6,105.6,108,0.548
2018-19,Miami Heat,0.476,46.8,14.9,-0.2,106.7,107.1,0.542
2018-19,Milwaukee Bucks,0.732,47.8,13.3,8.5,113.5,104.9,0.583
2018-19,Minnesota Timberwolves,0.439,44,12.9,-1.5,110.6,112.2,0.552
2018-19,New Jersey Nets,0.512,45.2,14.6,-0.1,108.9,109,0.556
2018-19,New Orleans Hornets,0.402,45.3,14.2,-1.3,110.7,112,0.563
2018-19,New Orleans Pelicans,0.402,45.3,14.2,-1.3,110.7,112,0.563
2018-19,New York Knicks,0.207,44.5,14,-9.2,104,112.9,0.529
2018-19,Oklahoma City Thunder,0.598,46.1,13.4,3.3,109.8,106.5,0.545
2018-19,Orlando Magic,0.512,45.8,13.3,0.7,108.2,107.6,0.55
2018-19,Philadelphia 76ers,0.622,46.3,14.4,2.6,111.6,109,0.574
2018-19,Phoenix Suns,0.232,39.6,15.3,-9.2,105.3,114.2,0.552
2018-19,Portland Trail Blazers,0.646,47.6,13.7,4.2,113.7,109.5,0.568
2018-19,Sacramento Kings,0.476,43.6,12.8,-1.1,109.6,110.8,0.554
2018-19,San Antonio Spurs,0.585,44.9,12.2,1.7,112.2,110.5,0.572
2018-19,Toronto Raptors,0.707,44.5,13.8,6,112.6,106.8,0.579
2018-19,Utah Jazz,0.61,45.8,14.9,5.2,110.3,105.3,0.572
2018-19,Washington Wizards,0.39,40.9,13.6,-2.8,110.2,112.9,0.567
2019-20,Atlanta Hawks,0.299,41.4,15.5,-7.6,107,114.4,0.554
2019-20,Boston Celtics,0.672,45.7,13.6,6.1,112.3,106.2,0.567
2019-20,Brooklyn Nets,0.469,47.2,15.1,-0.6,107.8,108.3,0.55
2019-20,Charlotte Hornets,0.354,44,15,-6.9,105.9,112.8,0.539
2019-20,Charlotte Bobcats,0.354,44,15,-6.9,105.9,112.8,0.539
2019-20,Chicago Bulls,0.338,41.5,15.3,-3,105.8,108.9,0.547
2019-20,Cleveland Cavaliers,0.292,44.3,16.5,-7.9,106.9,114.8,0.553
2019-20,Dallas Mavericks,0.597,46.8,12.7,6,115.8,110,0.581
2019-20,Denver Nuggets,0.662,44.9,13.9,3,112,108.9,0.564
2019-20,Detroit Pistons,0.303,42.3,15.5,-3.6,108.8,112.3,0.561
2019-20,Golden State Warriors,0.231,42.1,14.6,-8.5,104.4,113,0.54
2019-20,Houston Rockets,0.625,43.1,14.1,3.6,113.4,109.9,0.578
2019-20,Indiana Pacers,0.6,43,13.2,1.9,109.7,107.7,0.565
2019-20,LA Clippers,0.688,46.6,14.4,6.3,112.9,106.6,0.574
2019-20,Los Angeles Clippers,0.688,46.6,14.4,6.3,112.9,106.6,0.574
2019-20,Los Angeles Lakers,0.778,45.4,14.9,7.3,112.6,105.5,0.577
2019-20,Memphis Grizzlies,0.492,45.2,14.8,-1,108.9,109.9,0.561
2019-20,Miami Heat,0.631,44.6,14.9,3.2,112.2,109.2,0.587
2019-20,Milwaukee Bucks,0.815,48.9,14.1,10.7,112.3,101.6,0.583
2019-20,Minnesota Timberwolves,0.297,42.6,14.6,-4.1,107.6,111.6,0.551
2019-20,New Jersey Nets,0.469,47.2,15.1,-0.6,107.8,108.3,0.55
2019-20,New Orleans Hornets,0.438,44.7,15.4,-0.8,110.6,111.6,0.567
2019-20,New Orleans Pelicans,0.438,44.7,15.4,-0.8,110.6,111.6,0.567
2019-20,New York Knicks,0.318,46.5,14.3,-6.5,105.9,112.4,0.531
2019-20,Oklahoma City Thunder,0.625,42.7,13.5,2.5,111,108.4,0.577
2019-20,Orlando Magic,0.462,45,12.7,-1,107.5,108.7,0.54
2019-20,Philadelphia 76ers,0.6,45.5,14.2,2.2,109.7,107.6,0.562
2019-20,Phoenix Suns,0.4,42.2,14.8,-1.3,110.2,111.3,0.572
2019-20,Portland Trail Blazers,0.439,44.8,12.8,-1.6,112,113.6,0.566
2019-20,Sacramento Kings,0.438,42.5,14.4,-1.9,109,110.8,0.563
2019-20,San Antonio Spurs,0.429,43.7,12.1,-1.7,111.3,112.8,0.569
2019-20,Toronto Raptors,0.719,44.5,14.2,6.4,111.3,104.9,0.574
2019-20,Utah Jazz,0.641,45.5,15,3.2,112.1,108.8,0.587
2019-20,Washington Wizards,0.375,40.1,13.5,-3.9,111.1,115,0.568
